"2022-08-02 03:00:02am "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `brand_id`, `description`, `category_image`, `created_by`, `created`) VALUES('Category -3', 'category-3', '', '', 'Category -3', '', '1', '2022-08-01 23:30:02') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:13:30am "," update "," UPDATE category SET `child_category` = '14,15,16' WHERE 1=1  and category_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:14:48am "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `brand_id`, `description`, `category_image`, `created_by`, `created`) VALUES('Category-1.1.1', 'category-1.1.1', '5', '', 'Category-1.1.1', '', '1', '2022-08-01 23:44:48') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:14:48am "," update "," UPDATE category SET `hierarchy` = '1,5,17' WHERE 1=1  and category_id = '17' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:14:48am "," update "," UPDATE category SET `child_category` = '17' WHERE 1=1  and category_id = '5' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:16:03am "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `brand_id`, `description`, `category_image`, `created_by`, `created`) VALUES('Category-1.1.2', 'category-1.1.2', '5', '', 'Category-1.1.2', '', '1', '2022-08-01 23:46:03') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:16:03am "," update "," UPDATE category SET `hierarchy` = '1,5,18' WHERE 1=1  and category_id = '18' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:16:03am "," update "," UPDATE category SET `child_category` = '17,18' WHERE 1=1  and category_id = '5' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:16:18am "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `brand_id`, `description`, `category_image`, `created_by`, `created`) VALUES('Category-1.1.3', 'category-1.1.3', '5', '', 'Category-1.1.3', '', '1', '2022-08-01 23:46:18') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:16:18am "," update "," UPDATE category SET `hierarchy` = '1,5,19' WHERE 1=1  and category_id = '19' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:16:18am "," update "," UPDATE category SET `child_category` = '17,18,19' WHERE 1=1  and category_id = '5' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:17:24am "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `brand_id`, `description`, `category_image`, `created_by`, `created`) VALUES('Category-2.1.1', 'category-2.1.1', '8', '', 'Category-2.1.1', '', '1', '2022-08-01 23:47:24') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:17:24am "," update "," UPDATE category SET `hierarchy` = '2,8,20' WHERE 1=1  and category_id = '20' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:17:24am "," update "," UPDATE category SET `child_category` = '20' WHERE 1=1  and category_id = '8' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:17:39am "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `brand_id`, `description`, `category_image`, `created_by`, `created`) VALUES('Category-2.1.2', 'category-2.1.2', '8', '', 'Category-2.1.2', '', '1', '2022-08-01 23:47:39') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:17:39am "," update "," UPDATE category SET `hierarchy` = '2,8,21' WHERE 1=1  and category_id = '21' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:17:39am "," update "," UPDATE category SET `child_category` = '20,21' WHERE 1=1  and category_id = '8' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:17:58am "," insert "," INSERT INTO category(`category_name`, `short_code`, `parent_category_id`, `brand_id`, `description`, `category_image`, `created_by`, `created`) VALUES('Category-2.1.3', 'category-2.1.3', '8', '', 'Category-2.1.3', '', '1', '2022-08-01 23:47:57') "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:17:58am "," update "," UPDATE category SET `hierarchy` = '2,8,22' WHERE 1=1  and category_id = '22' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
"2022-08-02 03:17:58am "," update "," UPDATE category SET `child_category` = '20,21,22' WHERE 1=1  and category_id = '8' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/add-category"
