"2022-12-24 02:05:44am "," update "," UPDATE product_details SET `view_count` = 47 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1 "," R: http://localhost/MultiVendor/shop"
"2022-12-24 02:06:28am "," update "," UPDATE product_details SET `view_count` = 4 WHERE 1=1  and product_id = '28' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-black-slim-fit-casual-shirt-s-black-vne98q7y-28 "," R: http://localhost/MultiVendor/product-detail/men-black-slim-fit-casual-shirt-s-black-vne98q7y-28"
"2022-12-24 02:07:12am "," insert "," INSERT INTO orders(`order_number`, `customer_id`, `total_item`, `total_mrp`, `total_quantity`, `total_amount`, `gst_amount`, `discount_amt`, `order_date`, `is_active`, `delivery_status_id`, `shipping_address`) VALUES('OD202223-11671827832', '1', 3, 2183, 3, 1274, 233.88, 908.91, '2022-12-24', 1, 1, '<strong>Roshni Mistry</strong><br>test,30 valsad ,<br>valsad , Haryana ,<br>India - 3963001<br>Phone no : 08866594677') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:07:12am "," insert "," INSERT INTO payment_details(`payment_mode`, `order_id`, `customer_id`, `total_pay_amount`, `payment_date`, `pay_status`) VALUES('cod', '1', '1', 1274, '2022-12-24', 1) "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:09:45am "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '99' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/off-white-blue-geometric-printed-mandarin-collar-empire-top-s-pearl-vnky8c75-99 "," R: http://localhost/MultiVendor/shop"
"2022-12-24 02:09:45am "," insert "," INSERT INTO recent_view(`customer_id`, `product_id`) VALUES('1', '99') "," ::1 "," URL: http://localhost/MultiVendor/product-detail/off-white-blue-geometric-printed-mandarin-collar-empire-top-s-pearl-vnky8c75-99 "," R: http://localhost/MultiVendor/shop"
"2022-12-24 02:09:46am "," insert "," INSERT INTO customer_cart(`customer_id`, `product_id`, `quantity`, `elements_attributes`) VALUES('1', '99', '1', '{""1"":""1"",""2"":""135""}') "," ::1 "," URL: http://localhost/MultiVendor/Home/addtocart "," R: http://localhost/MultiVendor/product-detail/off-white-blue-geometric-printed-mandarin-collar-empire-top-s-pearl-vnky8c75-99"
"2022-12-24 02:09:47am "," update "," UPDATE product_details SET `view_count` = 3 WHERE 1=1  and product_id = '99' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/off-white-blue-geometric-printed-mandarin-collar-empire-top-s-pearl-vnky8c75-99 "," R: http://localhost/MultiVendor/product-detail/off-white-blue-geometric-printed-mandarin-collar-empire-top-s-pearl-vnky8c75-99"
"2022-12-24 02:09:50am "," update "," UPDATE product_details SET `view_count` = 7 WHERE 1=1  and product_id = '48' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48 "," R: http://localhost/MultiVendor/shop"
"2022-12-24 02:09:50am "," insert "," INSERT INTO recent_view(`customer_id`, `product_id`) VALUES('1', '48') "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48 "," R: http://localhost/MultiVendor/shop"
"2022-12-24 02:09:52am "," insert "," INSERT INTO customer_cart(`customer_id`, `product_id`, `quantity`, `elements_attributes`) VALUES('1', '48', '1', '{""2"":""10"",""6"":""56""}') "," ::1 "," URL: http://localhost/MultiVendor/Home/addtocart "," R: http://localhost/MultiVendor/product-detail/men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48"
"2022-12-24 02:09:52am "," update "," UPDATE product_details SET `view_count` = 8 WHERE 1=1  and product_id = '48' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48 "," R: http://localhost/MultiVendor/product-detail/men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48"
"2022-12-24 02:11:18am "," insert "," INSERT INTO orders(`order_number`, `customer_id`, `total_item`, `total_mrp`, `total_quantity`, `total_amount`, `gst_amount`, `discount_amt`, `order_date`, `is_active`, `delivery_status_id`, `shipping_address`) VALUES('OD202223-11671828078', '1', 3, 1456, 3, 1456, 156, 0, '2022-12-24', 1, 1, '<strong>Roshni Mistry</strong><br>test,30 valsad ,<br>valsad , Haryana ,<br>India - 3963001<br>Phone no : 08866594677') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:11:18am "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `return_or_replace`, `return_replace_validity`, `discount_amt`, `gst`, `gst_amt`, `vendor_id`, `elements_attributes`, `order_date`) VALUES('1', '115', 'Womens Casual Digital Printed Shirt Ruffle Sleeve Tops', '1', '392', '392', 392, '', NULL, NULL, ''_amt, '12', '12'_amt, '1', '', '2022-12-24') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:14:32am "," insert "," INSERT INTO orders(`order_number`, `customer_id`, `total_item`, `total_mrp`, `total_quantity`, `total_amount`, `gst_amount`, `discount_amt`, `order_date`, `is_active`, `delivery_status_id`, `shipping_address`) VALUES('OD202223-11671828272', '1', 3, 1456, 3, 1456, 156, 0, '2022-12-24', 1, 1, '<strong>Roshni Mistry</strong><br>test,30 valsad ,<br>valsad , Haryana ,<br>India - 3963001<br>Phone no : 08866594677') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:14:32am "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `return_or_replace`, `return_replace_validity`, `discount_amt`, `gst`, `gst_amt`, `vendor_id`, `elements_attributes`, `order_date`) VALUES('2', '115', 'Womens Casual Digital Printed Shirt Ruffle Sleeve Tops', '1', '392', '392', 392, '', 'return,replace', '7', ''_amt, '12', '12'_amt, '1', '', '2022-12-24') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:15:22am "," insert "," INSERT INTO orders(`order_number`, `customer_id`, `total_item`, `total_mrp`, `total_quantity`, `total_amount`, `gst_amount`, `discount_amt`, `order_date`, `is_active`, `delivery_status_id`, `shipping_address`) VALUES('OD202223-11671828322', '1', 3, 1456, 3, 1456, 156, 0, '2022-12-24', 1, 1, '<strong>Roshni Mistry</strong><br>test,30 valsad ,<br>valsad , Haryana ,<br>India - 3963001<br>Phone no : 08866594677') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:15:22am "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `return_or_replace`, `return_replace_validity`, `discount_amt`, `gst`, `gst_amt`, `vendor_id`, `elements_attributes`, `order_date`) VALUES('3', '115', 'Womens Casual Digital Printed Shirt Ruffle Sleeve Tops', '1', '392', '392', 392, '', 'return,replace', '7', ''_amt, '12', '12'_amt, '1', '', '2022-12-24') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:15:22am "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `return_or_replace`, `return_replace_validity`, `discount_amt`, `gst`, `gst_amt`, `vendor_id`, `elements_attributes`, `order_date`) VALUES('3', '107', 'Women Rust Orange Embroidered A-Line Longline Top', '1', '504', '504', 504, '', 'return,replace', '7', ''_amt, '12', '12'_amt, '1', '', '2022-12-24') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:15:22am "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `return_or_replace`, `return_replace_validity`, `discount_amt`, `gst`, `gst_amt`, `vendor_id`, `elements_attributes`, `order_date`) VALUES('3', '99', 'Off White & Blue Geometric Printed Mandarin Collar Empire Top', '1', '560', '560', 560, '', 'return,replace', '7', ''_amt, '12', '12'_amt, '1', '', '2022-12-24') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:15:22am "," insert "," INSERT INTO payment_details(`payment_mode`, `order_id`, `customer_id`, `total_pay_amount`, `payment_date`, `pay_status`) VALUES('cod', '3', '1', 1456, '2022-12-24', 1) "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:16:53am "," update "," UPDATE customer_cart SET `quantity` = 2, `elements_attributes` = '{""2"":""10"",""6"":""56""}' WHERE 1=1  and cart_id = '16' "," ::1 "," URL: http://localhost/MultiVendor/Home/addtocart "," R: http://localhost/MultiVendor/product-detail/men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48"
"2022-12-24 02:16:53am "," update "," UPDATE product_details SET `view_count` = 9 WHERE 1=1  and product_id = '48' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48 "," R: http://localhost/MultiVendor/product-detail/men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48"
"2022-12-24 02:16:56am "," update "," UPDATE product_details SET `view_count` = 8 WHERE 1=1  and product_id = '132' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/black-sequins-embellished-net-cape-top-s-black-1y-3y-vne98q7y-132 "," R: http://localhost/MultiVendor/shop"
"2022-12-24 02:16:56am "," insert "," INSERT INTO recent_view(`customer_id`, `product_id`) VALUES('1', '132') "," ::1 "," URL: http://localhost/MultiVendor/product-detail/black-sequins-embellished-net-cape-top-s-black-1y-3y-vne98q7y-132 "," R: http://localhost/MultiVendor/shop"
"2022-12-24 02:16:59am "," insert "," INSERT INTO customer_cart(`customer_id`, `product_id`, `quantity`, `elements_attributes`) VALUES('1', '132', '1', '{""1"":""1"",""2"":""10"",""10"":""142""}') "," ::1 "," URL: http://localhost/MultiVendor/Home/addtocart "," R: http://localhost/MultiVendor/product-detail/black-sequins-embellished-net-cape-top-s-black-1y-3y-vne98q7y-132"
"2022-12-24 02:16:59am "," update "," UPDATE product_details SET `view_count` = 9 WHERE 1=1  and product_id = '132' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/black-sequins-embellished-net-cape-top-s-black-1y-3y-vne98q7y-132 "," R: http://localhost/MultiVendor/product-detail/black-sequins-embellished-net-cape-top-s-black-1y-3y-vne98q7y-132"
"2022-12-24 02:17:03am "," update "," UPDATE product_details SET `view_count` = 4 WHERE 1=1  and product_id = '99' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/off-white-blue-geometric-printed-mandarin-collar-empire-top-s-pearl-vnky8c75-99 "," R: http://localhost/MultiVendor/shop"
"2022-12-24 02:17:04am "," insert "," INSERT INTO customer_cart(`customer_id`, `product_id`, `quantity`, `elements_attributes`) VALUES('1', '99', '1', '{""1"":""1"",""2"":""135""}') "," ::1 "," URL: http://localhost/MultiVendor/Home/addtocart "," R: http://localhost/MultiVendor/product-detail/off-white-blue-geometric-printed-mandarin-collar-empire-top-s-pearl-vnky8c75-99"
"2022-12-24 02:17:04am "," update "," UPDATE product_details SET `view_count` = 5 WHERE 1=1  and product_id = '99' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/off-white-blue-geometric-printed-mandarin-collar-empire-top-s-pearl-vnky8c75-99 "," R: http://localhost/MultiVendor/product-detail/off-white-blue-geometric-printed-mandarin-collar-empire-top-s-pearl-vnky8c75-99"
"2022-12-24 02:17:08am "," update "," UPDATE product_details SET `view_count` = 4 WHERE 1=1  and product_id = '107' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/women-rust-orange-embroidered-a-line-longline-top-s-orange-red-vnky8c75-107 "," R: http://localhost/MultiVendor/shop"
"2022-12-24 02:17:10am "," insert "," INSERT INTO customer_cart(`customer_id`, `product_id`, `quantity`, `elements_attributes`) VALUES('1', '107', '1', '{""1"":""1"",""2"":""95""}') "," ::1 "," URL: http://localhost/MultiVendor/Home/addtocart "," R: http://localhost/MultiVendor/product-detail/women-rust-orange-embroidered-a-line-longline-top-s-orange-red-vnky8c75-107"
"2022-12-24 02:17:10am "," update "," UPDATE product_details SET `view_count` = 5 WHERE 1=1  and product_id = '107' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/women-rust-orange-embroidered-a-line-longline-top-s-orange-red-vnky8c75-107 "," R: http://localhost/MultiVendor/product-detail/women-rust-orange-embroidered-a-line-longline-top-s-orange-red-vnky8c75-107"
"2022-12-24 02:17:45am "," insert "," INSERT INTO orders(`order_number`, `customer_id`, `total_item`, `total_mrp`, `total_quantity`, `total_amount`, `gst_amount`, `discount_amt`, `order_date`, `is_active`, `delivery_status_id`, `shipping_address`) VALUES('OD202223-11671828465', '1', 3, 3752, 4, 2542, 258, 1209.6, '2022-12-24', 1, 1, '<strong>Roshni Mistry</strong><br>test,30 valsad ,<br>valsad , Haryana ,<br>India - 3963001<br>Phone no : 08866594677') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:17:45am "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `return_or_replace`, `return_replace_validity`, `discount_amt`, `gst`, `gst_amt`, `vendor_id`, `elements_attributes`, `order_date`) VALUES('1', '99', 'Off White & Blue Geometric Printed Mandarin Collar Empire Top', '1', '560', '560', 560, '', 'return,replace', '7', ''_amt, '12', '12'_amt, '1', '', '2022-12-24') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:17:45am "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `return_or_replace`, `return_replace_validity`, `discount_amt`, `gst`, `gst_amt`, `vendor_id`, `elements_attributes`, `order_date`) VALUES('1', '107', 'Women Rust Orange Embroidered A-Line Longline Top', '1', '504', '504', 504, '', 'return,replace', '7', ''_amt, '12', '12'_amt, '1', '', '2022-12-24') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:17:46am "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `return_or_replace`, `return_replace_validity`, `discount_amt`, `gst`, `gst_amt`, `vendor_id`, `elements_attributes`, `order_date`) VALUES('1', '48', 'Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans', '2', '739', '1344', 1478, '45', 'return,replace', '7', '45'_amt, '12', '12'_amt, '2', '', '2022-12-24') "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:17:46am "," insert "," INSERT INTO payment_details(`payment_mode`, `order_id`, `customer_id`, `total_pay_amount`, `payment_date`, `pay_status`) VALUES('cod', '1', '1', 2542, '2022-12-24', 1) "," ::1 "," URL: http://localhost/MultiVendor/api/MultivendorApi/addOrder "," R: "
"2022-12-24 02:19:05am "," update "," UPDATE product_details SET `view_count` = 50 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1 "," R: http://localhost/MultiVendor/shop"
"2022-12-24 02:19:05am "," insert "," INSERT INTO recent_view(`customer_id`, `product_id`) VALUES('1', '1') "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1 "," R: http://localhost/MultiVendor/shop"
"2022-12-24 02:19:07am "," insert "," INSERT INTO customer_cart(`customer_id`, `product_id`, `quantity`, `elements_attributes`) VALUES('1', '1', '1', '{""1"":""1"",""2"":""11""}') "," ::1 "," URL: http://localhost/MultiVendor/Home/addtocart "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1"
"2022-12-24 02:19:07am "," update "," UPDATE product_details SET `view_count` = 51 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1 "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1"
"2022-12-24 02:22:21am "," insert "," INSERT INTO orders(`order_number`, `customer_id`, `total_item`, `total_mrp`, `total_quantity`, `total_amount`, `gst_amount`, `discount_amt`, `order_date`, `is_active`, `delivery_status_id`, `shipping_address`) VALUES('OD202223-11671828741', '1', 2, 1567, 2, 770, 167.88, 796.91, '2022-12-24', 1, 1, '<strong>Roshni Mistry</strong><br>test,30 valsad ,<br>valsad , Haryana ,<br>India - 3963001<br>Phone no : 08866594677') "," ::1 "," URL: http://localhost/MultiVendor/place-order "," R: http://localhost/MultiVendor/checkout"
"2022-12-24 02:22:21am "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `return_or_replace`, `return_replace_validity`, `discount_amt`, `gst`, `gst_amt`, `vendor_id`, `elements_attributes`, `order_date`) VALUES('2', '1', 'Men White Pure Cotton T-shirt', '1', '210', '447', 210, '53', 'return,replace', '7', '53'_amt, '12', '12'_amt, '1', '{""Size"":""S"",""Color"":""WHITE""}', '2022-12-24') "," ::1 "," URL: http://localhost/MultiVendor/place-order "," R: http://localhost/MultiVendor/checkout"
"2022-12-24 02:22:21am "," insert "," INSERT INTO order_details(`order_id`, `product_id`, `product_name`, `quantity`, `net_price`, `mrp_price`, `total_amt`, `discount`, `return_or_replace`, `return_replace_validity`, `discount_amt`, `gst`, `gst_amt`, `vendor_id`, `elements_attributes`, `order_date`) VALUES('2', '132', 'Black Sequins Embellished Net Cape Top', '1', '560', '1120', 560, '50', 'return,replace', '10', '50'_amt, '12', '12'_amt, '2', '{""Size"":""S"",""Color"":""BLACK"",""Age"":""1Y-3Y""}', '2022-12-24') "," ::1 "," URL: http://localhost/MultiVendor/place-order "," R: http://localhost/MultiVendor/checkout"
"2022-12-24 02:22:21am "," insert "," INSERT INTO payment_details(`payment_mode`, `order_id`, `customer_id`, `total_pay_amount`, `payment_date`, `pay_status`) VALUES('cod', '2', '1', 770, '2022-12-24', 1) "," ::1 "," URL: http://localhost/MultiVendor/place-order "," R: http://localhost/MultiVendor/checkout"
"2022-12-24 02:22:21am "," delete "," DELETE FROM customer_cart WHERE 1=1  and customer_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/place-order "," R: http://localhost/MultiVendor/checkout"
