"2022-12-28 22:14:08pm "," update "," UPDATE user SET `last_login` = '2022-12-28 22:14:08' WHERE 1=1  and user_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/login-check "," R: http://localhost/EthnicWear/admin"
"2022-12-28 22:50:50pm "," update "," UPDATE product_details SET `short_code` = 'yellow-zari-pure-silk-banarasi-saree-yellow-vnky8c75-134' WHERE 1=1  and product_id = '134' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/add-product"
"2022-12-28 22:50:50pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('134', 2, '7', '2022-12-28 22:50:50') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/add-product"
"2022-12-28 22:56:42pm "," insert "," INSERT INTO product_details(`product_name`, `product_code`, `short_code`, `short_description`, `description`, `brand_id`, `category_id`, `child_category`, `vendor_id`, `unit_price`, `mrp_price`, `discount`, `net_price`, `tax`, `qty`, `gst_amt`, `discount_amt`, `cover_img`, `stock`, `is_new_product`, `is_popular_product`, `is_feature_product`, `meta_title`, `meta_description`, `meta_keyword`, `created_by`, `created`, `warranty_title`, `warranty_detail`) VALUES('Women Green & Mustard Ethnic Motifs Printed A-Line Kurta', 'Kurta', 'women-green-mustard-ethnic-motifs-printed-a-line-kurta-s-mustard-vnky8c75', 'Women Green & Mustard Ethnic Motifs Printed A-Line Kurta', '<h6>Design Details</h6><p>Colour: green and mustard</p><p>Width: 1.06 metres</p><p>Ethnic motifs printed A-Line panelled Kurta</p><p>round neck</p><p>regular sleeves</p><p>Knee length with flared hem</p><p>tie-up at the back</p>', '77', '2', '24', '1', '1500', 1680, '30', 1176, '12', '', 180, '30'_amt, 'cover_image.webp', '10', 0, 0, 0, '', '', '', '1', '2022-12-28 22:56:42', '', '') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/add-product"
"2022-12-28 22:56:42pm "," update "," UPDATE product_details SET `image` = '1.webp|2.jpg|3.webp|4.webp|5.webp' WHERE 1=1  and product_id = '135' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/add-product"
"2022-12-28 22:56:42pm "," update "," UPDATE product_details SET `short_code` = 'women-green-mustard-ethnic-motifs-printed-a-line-kurta-s-mustard-vnky8c75-135' WHERE 1=1  and product_id = '135' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/add-product"
"2022-12-28 22:56:42pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('135', 1, '1', '2022-12-28 22:56:42') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/add-product"
"2022-12-28 22:56:42pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('135', 2, '108', '2022-12-28 22:56:42') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/add-product"
"2022-12-28 22:57:02pm "," insert "," INSERT INTO product_details(`product_name`, `product_code`, `short_code`, `short_description`, `description`, `vendor_id`, `brand_id`, `category_id`, `child_category`, `qty`, `element_id`, `attributes_id`, `unit_price`, `mrp_price`, `discount`, `discount_amt`, `net_price`, `tax`, `tag`, `gst_amt`, `image`, `cover_img`, `is_new_product`, `is_popular_product`, `is_feature_product`, `meta_title`, `meta_description`, `meta_keyword`, `warranty_title`, `warranty_detail`, `created_by`, `created`, `is_active`, `stock`) VALUES('Women Green & Mustard Ethnic Motifs Printed A-Line Kurta - (Duplicate)', 'Kurta', 'women-green-mustard-ethnic-motifs-printed-a-line-kurta-s-mustard-vnky8c75-135', 'Women Green & Mustard Ethnic Motifs Printed A-Line Kurta', '<h6>Design Details</h6><p>Colour: green and mustard</p><p>Width: 1.06 metres</p><p>Ethnic motifs printed A-Line panelled Kurta</p><p>round neck</p><p>regular sleeves</p><p>Knee length with flared hem</p><p>tie-up at the back</p>', '1', '77', '2', '24', '', NULL, NULL, '1500', '1680', '30', '30'_amt, '1176', '12', NULL, '180', '1.webp|2.jpg|3.webp|4.webp|5.webp', 'cover_image.webp', '0', '0', '0', '', '', '', '', '', '1', '2022-12-28', 0, '10') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-28 22:57:02pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('136', '1', '1', '2022-12-28 22:57:02') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-28 22:57:02pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('136', '2', '108', '2022-12-28 22:57:02') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-28 22:57:21pm "," update "," UPDATE product_details SET `product_name` = 'Women Green & Mustard Ethnic Motifs Printed A-Line Kurta', `product_code` = 'Kurta', `short_code` = 'women-green-mustard-ethnic-motifs-printed-a-line-kurta-m-mustard-vnky8c75-136', `short_description` = 'Women Green & Mustard Ethnic Motifs Printed A-Line Kurta', `description` = '<h6>Design Details</h6><p>Colour: green and mustard</p><p>Width: 1.06 metres</p><p>Ethnic motifs printed A-Line panelled Kurta</p><p>round neck</p><p>regular sleeves</p><p>Knee length with flared hem</p><p>tie-up at the back</p>', `brand_id` = '77', `category_id` = '2', `child_category` = '24', `vendor_id` = '1', `unit_price` = '1500', `mrp_price` = 1680, `discount` = '30', `net_price` = 1176, `tax` = '12', `qty` = '', `gst_amt` = 180, `discount_amt` = '30'_amt, `cover_img` = 'cover_image.webp', `is_new_product` = 0, `is_popular_product` = 0, `is_feature_product` = 0, `meta_title` = '', `meta_keyword` = '', `meta_description` = '', `modified_by` = '1', `modified` = '2022-12-28 22:57:21', `warranty_title` = '', `warranty_detail` = '', `is_active` = 1 WHERE 1=1  and product_id = '136' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/136"
"2022-12-28 22:57:21pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('136', 1, '2', NULL, NULL, '2022-12-28 22:57:21') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/136"
"2022-12-28 22:57:21pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('136', 2, '108', NULL, NULL, '2022-12-28 22:57:21') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/136"
"2022-12-28 22:57:21pm "," update "," UPDATE product_details SET `image` = '1.webp|2.jpg|3.webp|4.webp|5.webp' WHERE 1=1  and product_id = '136' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/136"
"2022-12-28 22:57:49pm "," insert "," INSERT INTO product_details(`product_name`, `product_code`, `short_code`, `short_description`, `description`, `vendor_id`, `brand_id`, `category_id`, `child_category`, `qty`, `element_id`, `attributes_id`, `unit_price`, `mrp_price`, `discount`, `discount_amt`, `net_price`, `tax`, `tag`, `gst_amt`, `image`, `cover_img`, `is_new_product`, `is_popular_product`, `is_feature_product`, `meta_title`, `meta_description`, `meta_keyword`, `warranty_title`, `warranty_detail`, `created_by`, `created`, `is_active`, `stock`) VALUES('Women Green & Mustard Ethnic Motifs Printed A-Line Kurta - (Duplicate)', 'Kurta', 'women-green-mustard-ethnic-motifs-printed-a-line-kurta-s-mustard-vnky8c75-135', 'Women Green & Mustard Ethnic Motifs Printed A-Line Kurta', '<h6>Design Details</h6><p>Colour: green and mustard</p><p>Width: 1.06 metres</p><p>Ethnic motifs printed A-Line panelled Kurta</p><p>round neck</p><p>regular sleeves</p><p>Knee length with flared hem</p><p>tie-up at the back</p>', '1', '77', '2', '24', '', NULL, NULL, '1500', '1680', '30', '30'_amt, '1176', '12', NULL, '180', '1.webp|2.jpg|3.webp|4.webp|5.webp', 'cover_image.webp', '0', '0', '0', '', '', '', '', '', '1', '2022-12-28', 0, '10') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-28 22:57:49pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('137', '1', '1', '2022-12-28 22:57:49') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-28 22:57:49pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('137', '2', '108', '2022-12-28 22:57:49') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-28 22:58:03pm "," update "," UPDATE product_details SET `product_name` = 'Women Green & Mustard Ethnic Motifs Printed A-Line Kurta', `product_code` = 'Kurta', `short_code` = 'women-green-mustard-ethnic-motifs-printed-a-line-kurta-l-mustard-vnky8c75-137', `short_description` = 'Women Green & Mustard Ethnic Motifs Printed A-Line Kurta', `description` = '<h6>Design Details</h6><p>Colour: green and mustard</p><p>Width: 1.06 metres</p><p>Ethnic motifs printed A-Line panelled Kurta</p><p>round neck</p><p>regular sleeves</p><p>Knee length with flared hem</p><p>tie-up at the back</p>', `brand_id` = '77', `category_id` = '2', `child_category` = '24', `vendor_id` = '1', `unit_price` = '1500', `mrp_price` = 1680, `discount` = '30', `net_price` = 1176, `tax` = '12', `qty` = '', `gst_amt` = 180, `discount_amt` = '30'_amt, `cover_img` = 'cover_image.webp', `is_new_product` = 0, `is_popular_product` = 0, `is_feature_product` = 0, `meta_title` = '', `meta_keyword` = '', `meta_description` = '', `modified_by` = '1', `modified` = '2022-12-28 22:58:03', `warranty_title` = '', `warranty_detail` = '', `is_active` = 1 WHERE 1=1  and product_id = '137' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/137"
"2022-12-28 22:58:03pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('137', 1, '3', NULL, NULL, '2022-12-28 22:58:03') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/137"
"2022-12-28 22:58:03pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('137', 2, '108', NULL, NULL, '2022-12-28 22:58:03') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/137"
"2022-12-28 22:58:03pm "," update "," UPDATE product_details SET `image` = '1.webp|2.jpg|3.webp|4.webp|5.webp' WHERE 1=1  and product_id = '137' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/137"
"2022-12-28 22:58:22pm "," insert "," INSERT INTO product_details(`product_name`, `product_code`, `short_code`, `short_description`, `description`, `vendor_id`, `brand_id`, `category_id`, `child_category`, `qty`, `element_id`, `attributes_id`, `unit_price`, `mrp_price`, `discount`, `discount_amt`, `net_price`, `tax`, `tag`, `gst_amt`, `image`, `cover_img`, `is_new_product`, `is_popular_product`, `is_feature_product`, `meta_title`, `meta_description`, `meta_keyword`, `warranty_title`, `warranty_detail`, `created_by`, `created`, `is_active`, `stock`) VALUES('Women Green & Mustard Ethnic Motifs Printed A-Line Kurta - (Duplicate)', 'Kurta', 'women-green-mustard-ethnic-motifs-printed-a-line-kurta-s-mustard-vnky8c75-135', 'Women Green & Mustard Ethnic Motifs Printed A-Line Kurta', '<h6>Design Details</h6><p>Colour: green and mustard</p><p>Width: 1.06 metres</p><p>Ethnic motifs printed A-Line panelled Kurta</p><p>round neck</p><p>regular sleeves</p><p>Knee length with flared hem</p><p>tie-up at the back</p>', '1', '77', '2', '24', '', NULL, NULL, '1500', '1680', '30', '30'_amt, '1176', '12', NULL, '180', '1.webp|2.jpg|3.webp|4.webp|5.webp', 'cover_image.webp', '0', '0', '0', '', '', '', '', '', '1', '2022-12-28', 0, '10') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-28 22:58:22pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('138', '1', '1', '2022-12-28 22:58:22') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-28 22:58:22pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('138', '2', '108', '2022-12-28 22:58:22') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-28 22:58:40pm "," update "," UPDATE product_details SET `product_name` = 'Women Green & Mustard Ethnic Motifs Printed A-Line Kurta', `product_code` = 'Kurta', `short_code` = 'women-green-mustard-ethnic-motifs-printed-a-line-kurta-xl-mustard-vnky8c75-138', `short_description` = 'Women Green & Mustard Ethnic Motifs Printed A-Line Kurta', `description` = '<h6>Design Details</h6><p>Colour: green and mustard</p><p>Width: 1.06 metres</p><p>Ethnic motifs printed A-Line panelled Kurta</p><p>round neck</p><p>regular sleeves</p><p>Knee length with flared hem</p><p>tie-up at the back</p>', `brand_id` = '77', `category_id` = '2', `child_category` = '24', `vendor_id` = '1', `unit_price` = '1500', `mrp_price` = 1680, `discount` = '30', `net_price` = 1176, `tax` = '12', `qty` = '', `gst_amt` = 180, `discount_amt` = '30'_amt, `cover_img` = 'cover_image.webp', `is_new_product` = 0, `is_popular_product` = 0, `is_feature_product` = 0, `meta_title` = '', `meta_keyword` = '', `meta_description` = '', `modified_by` = '1', `modified` = '2022-12-28 22:58:40', `warranty_title` = '', `warranty_detail` = '', `is_active` = 1 WHERE 1=1  and product_id = '138' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/138"
"2022-12-28 22:58:40pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('138', 1, '4', NULL, NULL, '2022-12-28 22:58:40') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/138"
"2022-12-28 22:58:40pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('138', 2, '108', NULL, NULL, '2022-12-28 22:58:40') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/138"
"2022-12-28 22:58:40pm "," update "," UPDATE product_details SET `image` = '1.webp|2.jpg|3.webp|4.webp|5.webp' WHERE 1=1  and product_id = '138' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/138"
"2022-12-28 22:59:47pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '135' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-green-mustard-ethnic-motifs-printed-a-line-kurta-s-mustard-vnky8c75-135 "," R: http://localhost/EthnicWear/shop"
