"2022-07-26 04:11:01am "," update "," UPDATE product_details SET `product_name` = 'product-1', `product_code` = '2807197673632', `short_code` = 'product-1', `short_description` = 'Lorem ipsum dolor sit amet', `description` = '<p><span style='color: rgb(0, 0, 0); font-family: ""Open Sans"", Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: justify; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris convallis tortor ligula, nec iaculis nulla fringilla eu. Sed id ultricies magna, sed lobortis neque. Nam gravida ultricies dui, feugiat ornare nisl consectetur at.</span></p>', `brand_id` = '1', `category_id` = '1', `group_id` = '1', `group_unit_id` = '1', `reach_in` = 'Lorem ipsum', `mrp_price` = '1000', `discount` = '', `net_price` = '1000', `tax` = '0', `is_new` = 1, `is_best_seller` = 0, `meta_title` = 'Lorem ipsum dolor sit amet,', `meta_keyword` = 'Lorem ipsum dolor sit amet,dfdfd', `meta_description` = 'Lorem ipsum dolor sit amet,', `modified_by` = '1', `modified` = '2022-07-26 00:41:01', `is_active` = 1 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/Admin/submit-product "," R: http://localhost/Admin/edit-product/1"
"2022-07-26 04:15:10am "," update "," UPDATE product_details SET `image` = '04.png' WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/Admin/submit-product "," R: http://localhost/Admin/edit-product/1"
"2022-07-26 04:17:42am "," update "," UPDATE product_details SET `product_name` = 'product-1', `product_code` = '2807197673632', `short_code` = 'product-1', `short_description` = 'Lorem ipsum dolor sit amet', `description` = '<p><span style='color: rgb(0, 0, 0); font-family: ""Open Sans"", Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: justify; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris convallis tortor ligula, nec iaculis nulla fringilla eu. Sed id ultricies magna, sed lobortis neque. Nam gravida ultricies dui, feugiat ornare nisl consectetur at.</span></p>', `brand_id` = '1', `category_id` = '1', `group_id` = '1', `group_unit_id` = '1', `reach_in` = 'Lorem ipsum', `mrp_price` = '1000', `discount` = '', `net_price` = '1000', `tax` = '0', `is_new` = 1, `is_best_seller` = 1, `meta_title` = 'Lorem ipsum dolor sit amet,', `meta_keyword` = 'Lorem ipsum dolor sit amet,dfdfd', `meta_description` = 'Lorem ipsum dolor sit amet,', `modified_by` = '1', `modified` = '2022-07-26 00:47:42', `is_active` = 1 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/Admin/submit-product "," R: http://localhost/Admin/edit-product/1"
"2022-07-26 04:17:42am "," update "," UPDATE product_details SET `image` = '04.png|04.png' WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/Admin/submit-product "," R: http://localhost/Admin/edit-product/1"
"2022-07-26 04:21:09am "," update "," UPDATE product_details SET `product_name` = 'product-1', `product_code` = '2807197673632', `short_code` = 'product-1', `short_description` = 'Lorem ipsum dolor sit amet', `description` = '<p><span style='color: rgb(0, 0, 0); font-family: ""Open Sans"", Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: justify; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris convallis tortor ligula, nec iaculis nulla fringilla eu. Sed id ultricies magna, sed lobortis neque. Nam gravida ultricies dui, feugiat ornare nisl consectetur at.</span></p>', `brand_id` = '1', `category_id` = '1', `group_id` = '1', `group_unit_id` = '1', `reach_in` = 'Lorem ipsum', `mrp_price` = '1000', `discount` = '', `net_price` = '1000', `tax` = '0', `is_new` = 1, `is_best_seller` = 1, `meta_title` = 'Lorem ipsum dolor sit amet,', `meta_keyword` = 'Lorem ipsum dolor sit amet,dfdfdtrr', `meta_description` = 'Lorem ipsum dolor sit amet,', `modified_by` = '1', `modified` = '2022-07-26 00:51:09', `is_active` = 1 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/Admin/submit-product "," R: http://localhost/Admin/edit-product/1"
"2022-07-26 04:21:53am "," update "," UPDATE product_details SET `product_name` = 'product-1', `product_code` = '2807197673632', `short_code` = 'product-1', `short_description` = 'Lorem ipsum dolor sit amet', `description` = '<p><span style='color: rgb(0, 0, 0); font-family: ""Open Sans"", Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: justify; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris convallis tortor ligula, nec iaculis nulla fringilla eu. Sed id ultricies magna, sed lobortis neque. Nam gravida ultricies dui, feugiat ornare nisl consectetur at.</span></p>', `brand_id` = '1', `category_id` = '1', `group_id` = '1', `group_unit_id` = '1', `reach_in` = 'Lorem ipsum', `mrp_price` = '1000', `discount` = '', `net_price` = '1000', `tax` = '0', `is_new` = 1, `is_best_seller` = 1, `meta_title` = 'Lorem ipsum dolor sit amet,', `meta_keyword` = 'Lorem ipsum dolor sit amet,dfdfdtrr', `meta_description` = 'Lorem ipsum dolor sit amet,', `modified_by` = '1', `modified` = '2022-07-26 00:51:53', `is_active` = 1 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/Admin/submit-product "," R: http://localhost/Admin/edit-product/1"
"2022-07-26 04:22:19am "," update "," UPDATE product_details SET `product_name` = 'product-1', `product_code` = '2807197673632', `short_code` = 'product-1', `short_description` = 'Lorem ipsum dolor sit amet', `description` = '<p><span style='color: rgb(0, 0, 0); font-family: ""Open Sans"", Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: justify; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris convallis tortor ligula, nec iaculis nulla fringilla eu. Sed id ultricies magna, sed lobortis neque. Nam gravida ultricies dui, feugiat ornare nisl consectetur at.</span></p>', `brand_id` = '1', `category_id` = '1', `group_id` = '1', `group_unit_id` = '1', `reach_in` = 'Lorem ipsum', `mrp_price` = '1000', `discount` = '', `net_price` = '1000', `tax` = '0', `is_new` = 1, `is_best_seller` = 1, `meta_title` = 'Lorem ipsum dolor sit amet,', `meta_keyword` = 'Lorem ipsum dolor sit amet,dfdfdtrr', `meta_description` = 'Lorem ipsum dolor sit amet,', `modified_by` = '1', `modified` = '2022-07-26 00:52:19', `is_active` = 1 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/Admin/submit-product "," R: http://localhost/Admin/edit-product/1"
"2022-07-26 04:23:11am "," update "," UPDATE product_details SET `product_name` = 'product-1', `product_code` = '2807197673632', `short_code` = 'product-1', `short_description` = 'Lorem ipsum dolor sit amet', `description` = '<p><span style='color: rgb(0, 0, 0); font-family: ""Open Sans"", Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: justify; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris convallis tortor ligula, nec iaculis nulla fringilla eu. Sed id ultricies magna, sed lobortis neque. Nam gravida ultricies dui, feugiat ornare nisl consectetur at.</span></p>', `brand_id` = '1', `category_id` = '1', `group_id` = '1', `group_unit_id` = '1', `reach_in` = 'Lorem ipsum', `mrp_price` = '1000', `discount` = '', `net_price` = '1000', `tax` = '0', `is_new` = 1, `is_best_seller` = 1, `meta_title` = 'Lorem ipsum dolor sit amet,', `meta_keyword` = 'Lorem ipsum dolor sit amet,dfdfdtrr', `meta_description` = 'Lorem ipsum dolor sit amet,', `modified_by` = '1', `modified` = '2022-07-26 00:53:11', `is_active` = 1 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/Admin/submit-product "," R: http://localhost/Admin/edit-product/1"
"2022-07-26 04:23:37am "," update "," UPDATE product_details SET `product_name` = 'product-1', `product_code` = '2807197673632', `short_code` = 'product-1', `short_description` = 'Lorem ipsum dolor sit amet', `description` = '<p><span style='color: rgb(0, 0, 0); font-family: ""Open Sans"", Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: justify; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris convallis tortor ligula, nec iaculis nulla fringilla eu. Sed id ultricies magna, sed lobortis neque. Nam gravida ultricies dui, feugiat ornare nisl consectetur at.</span></p>', `brand_id` = '1', `category_id` = '1', `group_id` = '1', `group_unit_id` = '1', `reach_in` = 'Lorem ipsum', `mrp_price` = '1000', `discount` = '', `net_price` = '1000', `tax` = '0', `is_new` = 1, `is_best_seller` = 1, `meta_title` = 'Lorem ipsum dolor sit amet,', `meta_keyword` = 'Lorem ipsum dolor sit amet,dfdfdtrr', `meta_description` = 'Lorem ipsum dolor sit amet,', `modified_by` = '1', `modified` = '2022-07-26 00:53:37', `is_active` = 1 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/Admin/submit-product "," R: http://localhost/Admin/edit-product/1"
"2022-07-26 04:23:37am "," update "," UPDATE product_details SET `image` = '04.png' WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/Admin/submit-product "," R: http://localhost/Admin/edit-product/1"
"2022-07-26 04:58:19am "," update "," UPDATE menu_details SET `menu_name` = 'Test', `menu_link` = 'test', `menu_icon` = 'sssss', `menu_position` = '10', `submenu_id` = '1', `menu_update_by` = '1', `menu_update_date` = '2022-07-26 01:28:19', `menu_status` = 1 WHERE 1=1  and menu_id = '10' "," ::1 "," URL: http://localhost/Admin/submit-menu "," R: http://localhost/Admin/edit-menu/10"
"2022-07-26 04:58:26am "," update "," UPDATE menu_details SET `menu_name` = 'Test', `menu_link` = 'test', `menu_icon` = 'sssss', `menu_position` = '10', `submenu_id` = NULL, `menu_update_by` = '1', `menu_update_date` = '2022-07-26 01:28:26', `menu_status` = 1 WHERE 1=1  and menu_id = '10' "," ::1 "," URL: http://localhost/Admin/submit-menu "," R: http://localhost/Admin/edit-menu/10"
"2022-07-26 04:59:16am "," insert "," INSERT INTO menu_details(`menu_name`, `menu_link`, `menu_icon`, `menu_position`, `submenu_id`, `menu_add_by`, `menu_add_date`, `menu_status`) VALUES('Vendor', 'vendor', '<i class=""feather-home""></i>', '12', NULL, '1', '2022-07-26 01:29:16', 1) "," ::1 "," URL: http://localhost/Admin/submit-menu "," R: http://localhost/Admin/add-menu"
