"2022-12-30 22:07:19pm "," update "," UPDATE user SET `last_login` = '2022-12-30 22:07:19' WHERE 1=1  and user_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/login-check "," R: http://localhost/EthnicWear/admin"
"2022-12-30 22:36:57pm "," update "," UPDATE product_details SET `product_name` = 'Women Rust Solid Wrap On Skirt Palazzo', `product_code` = 'Palazzo', `short_code` = 'women-rust-solid-wrap-on-skirt-palazzo-rust-30-vnky8c75-143', `short_description` = 'Women Rust Solid Wrap On Skirt Palazzo', `description` = '<p><span style='color: rgb(40, 44, 63); font-family: Whitney, -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Women Rust Solid Wrap On Skirt Palazzo, styled with ruffles, inverted box pleats, elasticated waist band, front tie-ups</span></p>', `brand_id` = '82', `category_id` = '2', `child_category` = '58', `vendor_id` = '1', `unit_price` = '799', `mrp_price` = 895, `discount` = '40', `net_price` = 537, `tax` = '12', `qty` = '', `gst_amt` = 95.88, `discount_amt` = '40'_amt, `cover_img` = 'cover_image.webp', `is_new_product` = 0, `is_popular_product` = 0, `is_feature_product` = 0, `meta_title` = '', `meta_keyword` = '', `meta_description` = '', `modified_by` = '999', `modified` = '2022-12-30 22:36:57', `warranty_title` = '', `warranty_detail` = '', `is_active` = 1 WHERE 1=1  and product_id = '143' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/143"
"2022-12-30 22:36:57pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('143', 2, '89', NULL, NULL, '2022-12-30 22:36:57') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/143"
"2022-12-30 22:36:57pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('143', 6, '56', NULL, NULL, '2022-12-30 22:36:57') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/143"
"2022-12-30 22:36:57pm "," update "," UPDATE product_details SET `image` = '1.webp|2.webp|3.webp|4.webp|5.jpg' WHERE 1=1  and product_id = '143' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/143"
"2022-12-30 22:37:07pm "," insert "," INSERT INTO product_details(`product_name`, `product_code`, `short_code`, `short_description`, `description`, `vendor_id`, `brand_id`, `category_id`, `child_category`, `qty`, `element_id`, `attributes_id`, `unit_price`, `mrp_price`, `discount`, `discount_amt`, `net_price`, `tax`, `tag`, `gst_amt`, `image`, `cover_img`, `is_new_product`, `is_popular_product`, `is_feature_product`, `meta_title`, `meta_description`, `meta_keyword`, `warranty_title`, `warranty_detail`, `created_by`, `created`, `is_active`, `stock`) VALUES('Women Rust Solid Wrap On Skirt Palazzo - (Duplicate)', 'Palazzo', 'women-rust-solid-wrap-on-skirt-palazzo-rust-30-vnky8c75-143', 'Women Rust Solid Wrap On Skirt Palazzo', '<p><span style='color: rgb(40, 44, 63); font-family: Whitney, -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Women Rust Solid Wrap On Skirt Palazzo, styled with ruffles, inverted box pleats, elasticated waist band, front tie-ups</span></p>', '1', '82', '2', '58', '', NULL, NULL, '799', '895', '40', '40'_amt, '537', '12', NULL, '95.88', '1.webp|2.webp|3.webp|4.webp|5.jpg', 'cover_image.webp', '0', '0', '0', '', '', '', '', '', '999', '2022-12-30', 0, '10') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-30 22:37:07pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('144', '2', '89', '2022-12-30 22:37:07') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-30 22:37:07pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('144', '6', '56', '2022-12-30 22:37:07') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-30 22:37:37pm "," update "," UPDATE product_details SET `product_name` = 'Women Rust Solid Wrap On Skirt Palazzo', `product_code` = 'Palazzo', `short_code` = 'women-rust-solid-wrap-on-skirt-palazzo-rust-32-vnky8c75-144', `short_description` = 'Women Rust Solid Wrap On Skirt Palazzo', `description` = '<p><span style='color: rgb(40, 44, 63); font-family: Whitney, -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Women Rust Solid Wrap On Skirt Palazzo, styled with ruffles, inverted box pleats, elasticated waist band, front tie-ups</span></p>', `brand_id` = '82', `category_id` = '2', `child_category` = '58', `vendor_id` = '1', `unit_price` = '799', `mrp_price` = 895, `discount` = '40', `net_price` = 537, `tax` = '12', `qty` = '', `gst_amt` = 95.88, `discount_amt` = '40'_amt, `cover_img` = 'cover_image.webp', `is_new_product` = 0, `is_popular_product` = 0, `is_feature_product` = 0, `meta_title` = '', `meta_keyword` = '', `meta_description` = '', `modified_by` = '999', `modified` = '2022-12-30 22:37:37', `warranty_title` = '', `warranty_detail` = '', `is_active` = 1 WHERE 1=1  and product_id = '144' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/144"
"2022-12-30 22:37:37pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('144', 2, '89', NULL, NULL, '2022-12-30 22:37:37') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/144"
"2022-12-30 22:37:37pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('144', 6, '151', NULL, NULL, '2022-12-30 22:37:37') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/144"
"2022-12-30 22:37:37pm "," update "," UPDATE product_details SET `image` = '1.webp|2.webp|3.webp|4.webp|5.jpg' WHERE 1=1  and product_id = '144' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/144"
"2022-12-30 22:37:50pm "," insert "," INSERT INTO product_details(`product_name`, `product_code`, `short_code`, `short_description`, `description`, `vendor_id`, `brand_id`, `category_id`, `child_category`, `qty`, `element_id`, `attributes_id`, `unit_price`, `mrp_price`, `discount`, `discount_amt`, `net_price`, `tax`, `tag`, `gst_amt`, `image`, `cover_img`, `is_new_product`, `is_popular_product`, `is_feature_product`, `meta_title`, `meta_description`, `meta_keyword`, `warranty_title`, `warranty_detail`, `created_by`, `created`, `is_active`, `stock`) VALUES('Women Rust Solid Wrap On Skirt Palazzo - (Duplicate)', 'Palazzo', 'women-rust-solid-wrap-on-skirt-palazzo-rust-32-vnky8c75-144', 'Women Rust Solid Wrap On Skirt Palazzo', '<p><span style='color: rgb(40, 44, 63); font-family: Whitney, -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Women Rust Solid Wrap On Skirt Palazzo, styled with ruffles, inverted box pleats, elasticated waist band, front tie-ups</span></p>', '1', '82', '2', '58', '', NULL, NULL, '799', '895', '40', '40'_amt, '537', '12', NULL, '95.88', '1.webp|2.webp|3.webp|4.webp|5.jpg', 'cover_image.webp', '0', '0', '0', '', '', '', '', '', '999', '2022-12-30', 0, '10') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-30 22:37:50pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('145', '2', '89', '2022-12-30 22:37:50') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-30 22:37:50pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('145', '6', '151', '2022-12-30 22:37:50') "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/duplicateRecords "," R: http://localhost/EthnicWear/all-product"
"2022-12-30 22:38:03pm "," update "," UPDATE product_details SET `product_name` = 'Women Rust Solid Wrap On Skirt Palazzo', `product_code` = 'Palazzo', `short_code` = 'women-rust-solid-wrap-on-skirt-palazzo-rust-34-vnky8c75-145', `short_description` = 'Women Rust Solid Wrap On Skirt Palazzo', `description` = '<p><span style='color: rgb(40, 44, 63); font-family: Whitney, -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Women Rust Solid Wrap On Skirt Palazzo, styled with ruffles, inverted box pleats, elasticated waist band, front tie-ups</span></p>', `brand_id` = '82', `category_id` = '2', `child_category` = '58', `vendor_id` = '1', `unit_price` = '799', `mrp_price` = 895, `discount` = '40', `net_price` = 537, `tax` = '12', `qty` = '', `gst_amt` = 95.88, `discount_amt` = '40'_amt, `cover_img` = 'cover_image.webp', `is_new_product` = 0, `is_popular_product` = 0, `is_feature_product` = 0, `meta_title` = '', `meta_keyword` = '', `meta_description` = '', `modified_by` = '999', `modified` = '2022-12-30 22:38:03', `warranty_title` = '', `warranty_detail` = '', `is_active` = 1 WHERE 1=1  and product_id = '145' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/145"
"2022-12-30 22:38:03pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('145', 2, '89', NULL, NULL, '2022-12-30 22:38:03') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/145"
"2022-12-30 22:38:03pm "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('145', 6, '152', NULL, NULL, '2022-12-30 22:38:03') "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/145"
"2022-12-30 22:38:03pm "," update "," UPDATE product_details SET `image` = '1.webp|2.webp|3.webp|4.webp|5.jpg' WHERE 1=1  and product_id = '145' "," ::1 "," URL: http://localhost/EthnicWear/submit-product "," R: http://localhost/EthnicWear/edit-product/145"
"2022-12-30 22:38:34pm "," update "," UPDATE vendor SET `last_login` = '2022-12-30 22:38:34' WHERE 1=1  and vendor_id = '1' "," ::1 "," URL: http://localhost/EthnicWear/login-check "," R: http://localhost/EthnicWear/admin"
"2022-12-30 22:56:41pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '144' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-rust-solid-wrap-on-skirt-palazzo-rust-32-vnky8c75-144 "," R: http://localhost/EthnicWear/shop"
"2022-12-30 22:57:03pm "," insert "," INSERT INTO parent_product_listing(`vendor_id`, `parent_name`, `variant_code`, `is_active`) VALUES('1', 'Women Rust Solid Wrap On Skirt Palazzo', 'JqLxAP', 1) "," ::1 "," URL: http://localhost/EthnicWear/submit-parent-product "," R: http://localhost/EthnicWear/add-parent-product"
"2022-12-30 22:57:11pm "," update "," UPDATE product_details SET `variant_code` = 'JqLxAP', `parent_product_id` = '27' WHERE 1=1  and product_id = '142' "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/addVariantToProduct "," R: http://localhost/EthnicWear/edit-parent-product/27"
"2022-12-30 22:57:11pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'JqLxAP', `parent_product_id` = '27' WHERE 1=1  and product_id = '142' "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/addVariantToProduct "," R: http://localhost/EthnicWear/edit-parent-product/27"
"2022-12-30 22:57:13pm "," update "," UPDATE product_details SET `variant_code` = 'JqLxAP', `parent_product_id` = '27' WHERE 1=1  and product_id = '143' "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/addVariantToProduct "," R: http://localhost/EthnicWear/edit-parent-product/27"
"2022-12-30 22:57:13pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'JqLxAP', `parent_product_id` = '27' WHERE 1=1  and product_id = '143' "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/addVariantToProduct "," R: http://localhost/EthnicWear/edit-parent-product/27"
"2022-12-30 22:57:14pm "," update "," UPDATE product_details SET `variant_code` = 'JqLxAP', `parent_product_id` = '27' WHERE 1=1  and product_id = '144' "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/addVariantToProduct "," R: http://localhost/EthnicWear/edit-parent-product/27"
"2022-12-30 22:57:14pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'JqLxAP', `parent_product_id` = '27' WHERE 1=1  and product_id = '144' "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/addVariantToProduct "," R: http://localhost/EthnicWear/edit-parent-product/27"
"2022-12-30 22:57:16pm "," update "," UPDATE product_details SET `variant_code` = 'JqLxAP', `parent_product_id` = '27' WHERE 1=1  and product_id = '145' "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/addVariantToProduct "," R: http://localhost/EthnicWear/edit-parent-product/27"
"2022-12-30 22:57:16pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'JqLxAP', `parent_product_id` = '27' WHERE 1=1  and product_id = '145' "," ::1 "," URL: http://localhost/EthnicWear/Admin/Product/addVariantToProduct "," R: http://localhost/EthnicWear/edit-parent-product/27"
"2022-12-30 22:57:19pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '144' "," ::1 "," URL: http://localhost/EthnicWear/product-detail/women-rust-solid-wrap-on-skirt-palazzo-rust-32-vnky8c75-144 "," R: http://localhost/EthnicWear/shop"
