"2022-11-29 21:16:38pm "," update "," UPDATE vendor SET `last_login` = '2022-11-29 21:16:38' WHERE 1=1  and vendor_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/login-check "," R: http://localhost/MultiVendor/admin"
"2022-11-29 21:18:46pm "," update "," UPDATE product_details SET `view_count` = 7 WHERE 1=1  and product_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:18:49pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '2' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-m-white-vnky8c75-2 "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-s-white-vnky8c75-1"
"2022-11-29 21:18:51pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '3' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-l-white-vnky8c75-3 "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-m-white-vnky8c75-2"
"2022-11-29 21:18:54pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-xl-white-vnky8c75-4 "," R: http://localhost/MultiVendor/product-detail/men-white-pure-cotton-t-shirt-l-white-vnky8c75-3"
"2022-11-29 21:18:59pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '5' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-solid-regular-fit-round-neck-t-shirt-xl-green-vnky8c75-5 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:20:19pm "," insert "," INSERT INTO parent_product_listing(`vendor_id`, `parent_name`, `variant_code`, `is_active`) VALUES('1', 'Men Green Solid Regular Fit Round-neck T-shirt', 'BOYUu0', 1) "," ::1 "," URL: http://localhost/MultiVendor/submit-parent-product "," R: http://localhost/MultiVendor/add-parent-product"
"2022-11-29 21:20:29pm "," update "," UPDATE product_details SET `variant_code` = 'BOYUu0', `parent_product_id` = '2' WHERE 1=1  and product_id = '6' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/2"
"2022-11-29 21:20:29pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'BOYUu0', `parent_product_id` = '2' WHERE 1=1  and product_id = '6' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/2"
"2022-11-29 21:20:33pm "," update "," UPDATE product_details SET `variant_code` = 'BOYUu0', `parent_product_id` = '2' WHERE 1=1  and product_id = '7' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/2"
"2022-11-29 21:20:33pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'BOYUu0', `parent_product_id` = '2' WHERE 1=1  and product_id = '7' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/2"
"2022-11-29 21:20:36pm "," update "," UPDATE product_details SET `variant_code` = 'BOYUu0', `parent_product_id` = '2' WHERE 1=1  and product_id = '5' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/2"
"2022-11-29 21:20:36pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'BOYUu0', `parent_product_id` = '2' WHERE 1=1  and product_id = '5' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/2"
"2022-11-29 21:20:38pm "," update "," UPDATE product_details SET `variant_code` = 'BOYUu0', `parent_product_id` = '2' WHERE 1=1  and product_id = '8' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/2"
"2022-11-29 21:20:38pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'BOYUu0', `parent_product_id` = '2' WHERE 1=1  and product_id = '8' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/2"
"2022-11-29 21:20:50pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '25' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-mustard-yellow-printed-slim-fit-pure-cotton-t-shirt-l-mustard-vnky8c75-25 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:21:49pm "," insert "," INSERT INTO parent_product_listing(`vendor_id`, `parent_name`, `variant_code`, `is_active`) VALUES('1', 'Slim Fit Tropical Printed Pure Cotton T-shirt', 'ZA0NxR', 1) "," ::1 "," URL: http://localhost/MultiVendor/submit-parent-product "," R: http://localhost/MultiVendor/add-parent-product"
"2022-11-29 21:22:36pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '14' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:22:36pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '14' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:23:23pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '15' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:23:23pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '15' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:23:36pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '16' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:23:36pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '16' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:23:51pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '17' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:23:51pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '17' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:23:57pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '18' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:23:57pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '18' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:10pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '19' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:10pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '19' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:19pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '20' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:19pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '20' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:25pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '21' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:25pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '21' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:33pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '22' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:33pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '22' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:35pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '23' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:35pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '23' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:38pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '24' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:38pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '24' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:43pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '25' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:43pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '25' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:49pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '26' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:49pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '26' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:53pm "," update "," UPDATE product_details SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '27' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:24:53pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'ZA0NxR', `parent_product_id` = '3' WHERE 1=1  and product_id = '27' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/3"
"2022-11-29 21:25:13pm "," update "," UPDATE product_details SET `view_count` = 4 WHERE 1=1  and product_id = '14' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-teal-green-slim-fit-tropical-printed-pure-cotton-t-shirt-s-teal-vnky8c75-14 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:25:31pm "," update "," UPDATE product_details SET `view_count` = 5 WHERE 1=1  and product_id = '14' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-teal-green-slim-fit-tropical-printed-pure-cotton-t-shirt-s-teal-vnky8c75-14 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:25:38pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '28' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-black-slim-fit-casual-shirt-s-black-vne98q7y-28 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:26:34pm "," insert "," INSERT INTO parent_product_listing(`vendor_id`, `parent_name`, `variant_code`, `is_active`) VALUES('1', 'Men Slim Fit Casual Shirt', 'xk1Tvt', 1) "," ::1 "," URL: http://localhost/MultiVendor/submit-parent-product "," R: http://localhost/MultiVendor/add-parent-product"
"2022-11-29 21:26:44pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '39' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-blue-slim-fit-pure-cotton-solid-casual-shirt-m-sky-vne98q7y-39 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:28:47pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '9' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-navy-blue-white-placement-striped-pure-cotton-slim-fit-t-shirt-s-blue-slim-fit-vnky8c75-9 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:29:20pm "," insert "," INSERT INTO parent_product_listing(`vendor_id`, `parent_name`, `variant_code`, `is_active`) VALUES('1', 'Men Navy Blue & White Striped Pure Cotton Slim Fit T-shirt', 'L7jhxd', 1) "," ::1 "," URL: http://localhost/MultiVendor/submit-parent-product "," R: http://localhost/MultiVendor/add-parent-product"
"2022-11-29 21:29:28pm "," update "," UPDATE product_details SET `variant_code` = 'L7jhxd', `parent_product_id` = '5' WHERE 1=1  and product_id = '9' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/5"
"2022-11-29 21:29:28pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'L7jhxd', `parent_product_id` = '5' WHERE 1=1  and product_id = '9' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/5"
"2022-11-29 21:29:30pm "," update "," UPDATE product_details SET `variant_code` = 'L7jhxd', `parent_product_id` = '5' WHERE 1=1  and product_id = '10' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/5"
"2022-11-29 21:29:30pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'L7jhxd', `parent_product_id` = '5' WHERE 1=1  and product_id = '10' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/5"
"2022-11-29 21:29:32pm "," update "," UPDATE product_details SET `variant_code` = 'L7jhxd', `parent_product_id` = '5' WHERE 1=1  and product_id = '11' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/5"
"2022-11-29 21:29:32pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'L7jhxd', `parent_product_id` = '5' WHERE 1=1  and product_id = '11' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/5"
"2022-11-29 21:29:35pm "," update "," UPDATE product_details SET `variant_code` = 'L7jhxd', `parent_product_id` = '5' WHERE 1=1  and product_id = '12' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/5"
"2022-11-29 21:29:35pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'L7jhxd', `parent_product_id` = '5' WHERE 1=1  and product_id = '12' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/5"
"2022-11-29 21:29:37pm "," update "," UPDATE product_details SET `variant_code` = 'L7jhxd', `parent_product_id` = '5' WHERE 1=1  and product_id = '13' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/5"
"2022-11-29 21:29:37pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'L7jhxd', `parent_product_id` = '5' WHERE 1=1  and product_id = '13' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/5"
"2022-11-29 21:31:09pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '28' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-black-slim-fit-casual-shirt-s-black-vne98q7y-28 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:31:19pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '48' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:31:27pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '59' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-off-white-slim-fit-trousers-cream-32-vne98q7y-59 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:31:37pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:32:20pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '55' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-beige-carrot-fit-stretchable-jeans-beige-32-vne98q7y-55 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:32:27pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '46' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-blue-bruce-slim-fit-heavy-fade-stretchable-jeans-navy-36-vnky8c75-46 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:33:00pm "," insert "," INSERT INTO parent_product_listing(`vendor_id`, `parent_name`, `variant_code`, `is_active`) VALUES('1', 'Men Slim Fit Heavy Fade Stretchable Jeans', 'Y2Ztoe', 1) "," ::1 "," URL: http://localhost/MultiVendor/submit-parent-product "," R: http://localhost/MultiVendor/add-parent-product"
"2022-11-29 21:33:10pm "," update "," UPDATE product_details SET `variant_code` = 'Y2Ztoe', `parent_product_id` = '6' WHERE 1=1  and product_id = '43' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/6"
"2022-11-29 21:33:10pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'Y2Ztoe', `parent_product_id` = '6' WHERE 1=1  and product_id = '43' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/6"
"2022-11-29 21:33:14pm "," update "," UPDATE product_details SET `variant_code` = 'Y2Ztoe', `parent_product_id` = '6' WHERE 1=1  and product_id = '44' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/6"
"2022-11-29 21:33:14pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'Y2Ztoe', `parent_product_id` = '6' WHERE 1=1  and product_id = '44' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/6"
"2022-11-29 21:33:16pm "," update "," UPDATE product_details SET `variant_code` = 'Y2Ztoe', `parent_product_id` = '6' WHERE 1=1  and product_id = '45' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/6"
"2022-11-29 21:33:16pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'Y2Ztoe', `parent_product_id` = '6' WHERE 1=1  and product_id = '45' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/6"
"2022-11-29 21:33:20pm "," update "," UPDATE product_details SET `variant_code` = 'Y2Ztoe', `parent_product_id` = '6' WHERE 1=1  and product_id = '46' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/6"
"2022-11-29 21:33:20pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'Y2Ztoe', `parent_product_id` = '6' WHERE 1=1  and product_id = '46' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/6"
"2022-11-29 21:33:21pm "," update "," UPDATE product_details SET `variant_code` = 'Y2Ztoe', `parent_product_id` = '6' WHERE 1=1  and product_id = '47' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/6"
"2022-11-29 21:33:21pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'Y2Ztoe', `parent_product_id` = '6' WHERE 1=1  and product_id = '47' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/6"
"2022-11-29 21:34:13pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-maroon-regular-kurta-pyjamas-with-jacket-s-maroon-vnky8c75-61 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:34:17pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '67' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-white-solid-kurta-with-churidar-m-green-vnky8c75-67 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:34:43pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:39:49pm "," update "," UPDATE product_details SET `view_count` = 3 WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:40:37pm "," update "," UPDATE product_details SET `view_count` = 4 WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69 "," R: http://localhost/MultiVendor/shop"
